Symbol,Status,NextPayDate,DivYield,NextEstPayout,AnnualDividend,ExDiv
RCII,Estimated,2021-04-12,0.0154,0.31,0.889999999999999,-
OFC,Declared,2021-04-15,0.0423076923076923,0.275,1.1,2021-03-30
CVBF,Estimated,2021-04-15,0.0252,0.18,0.54,-
FUL,Estimated,2021-05-18,0.0116,0.1625,0.65,-
STAY,Declared,2021-03-26,0.0223741454319453,0.09,0.26,2021-03-11
PEB,Estimated,2021-04-15,0.0018,0.01,0.04,-
KLIC,Estimated,2021-04-11,0.01,0.14,0.5,-
UCBI,Declared,2021-04-05,0.0229885057471264,0.19,0.72,2021-03-12
PDCO,Estimated,2021-04-29,0.0335,0.26,1.04,-
WERN,Declared,2021-05-04,0.00931966449207828,0.1,0.36,2021-04-16
BIPC,Declared,2021-03-31,0.0308064028994261,0.51,1.455,2021-02-25
FIBK,Estimated,2021-05-19,0.0324,0.41,1.47,-
AUB,Estimated,2021-05-26,0.0272,0.25,1,-
GHC,Declared,2021-05-13,0.010052760348185,1.51,5.85999999999999,2021-04-15
ABM,Estimated,2021-05-01,0.0173,0.19,0.745,-
CIXX,Declared,2021-07-15,0.0402567760342368,0.1411,0.1411,-
MEOH,Declared,2021-03-31,0.00389206019719771,0.0375,0.4725,2021-03-16
FNEVY,Estimated,2021-08-25,0.0737,0.0493868591483583,0.329284,-
ENR,Declared,2021-03-11,0.0287081339712918,0.3,1.2,2021-02-18
TEX,Declared,2021-03-19,0.0116561437591063,0.12,0.12,2021-03-04
INDB,Estimated,2021-04-08,0.0215,0.46,1.84,-
CTB,Declared,2021-03-26,0.00733752620545073,0.105,0.42,2021-02-26
CWH,Declared,2021-03-29,0.0115015974440894,0.09,0.339999999999999,2021-03-12
CBT,Declared,2021-03-12,0.0284379443428803,0.35,1.4,2021-02-25
IBOC,Estimated,2021-08-17,0.0379,0.55,1.65,-
AVA,Declared,2021-03-15,0.0420293459338473,0.4225,1.62,2021-02-18
CCOI,Declared,2021-03-26,0.0504594820384294,0.755,2.775,2021-03-11
WWW,Declared,2021-05-03,0.0114449213161659,0.1,0.4,2021-03-31
BCHEY,Declared,2021-04-15,0.0126731866340668,0.1555,0.26416,2021-02-25
BRC,Declared,2021-04-30,0.0167906887998473,0.22,0.875,2021-04-08
ACA,Estimated,2021-04-29,0.0035,0.05,0.2,-
GPI,Declared,2021-03-15,0.00813434794017318,0.31,0.6,2021-02-26
CCOHY,Estimated,2021-04-21,0.0778,0.88197751087857,2.128949,-
ESE,Declared,2021-04-16,0.00302829563736159,0.08,0.32,2021-03-31
CWT,Estimated,2021-05-19,0.0158,0.23,0.867499999999999,-
SCL,Declared,2021-03-15,0.0101085425470212,0.305,1.13,2021-03-04
MAXR,Declared,2021-03-31,0.00083594566353187,0.01,0.04,2021-03-12
NSA,Declared,2021-03-31,0.0363164721141374,0.35,1.35,2021-03-12
TACBY,Declared,2021-04-01,0.0340513196480938,0.116115,0.12936,2021-02-26
FHI,Estimated,2021-05-12,0.0404,0.27,1.08,-
AWR,Declared,2021-03-02,0.018343600273785,0.335,1.615,2021-02-12
UNIT,Declared,2021-04-16,0.0503778337531486,0.15,0.6,2021-03-31
SFBS,Estimated,2021-04-08,0.0146,0.2,0.725,-
TOIPY,Declared,2021-05-11,0.0424246600181323,0.233972,0.153779,2021-02-25
EYUBY,Declared,2021-05-12,0,0.463192,0,2021-03-10
EVTC,Declared,2021-03-26,0.00514138817480719,0.05,0.2,2021-02-26
ANSLY,Declared,2021-03-25,0.0220414937759336,1.328,1.967544,2021-02-25
TAVHY,Estimated,2021-04-10,0.0556,0.304852714807244,0.66802,-
NNI,Declared,2021-03-15,0.0121212121212121,0.22,0.82,2021-02-26
HTH,Estimated,2021-05-26,0.0118,0.12,0.39,-
FCFS,Estimated,2021-05-26,0.0171,0.27,1.08,-
KW,Declared,2021-04-08,0.0469083155650319,0.22,0.88,2021-03-30
CIM,Estimated,2021-04-29,0.1213,0.3,1.4,-
B,Declared,2021-03-10,0.0122254059216809,0.16,0.64,2021-02-24
CWQXY,Declared,2021-04-16,0.0368931111111111,0.830095,1.391449,2021-03-26
CHRYY,Declared,2021-04-23,0.0271194503171247,0.06791,0.772127,2021-03-12
IDKOY,Estimated,2021-06-21,0.0498,0.2217465462816,0.661448,-
WSFS,Estimated,2021-05-25,0.009,0.12,0.48,-
CADE,Estimated,2021-05-12,0.0158,0.0428571428571428,0.325,-
ITAYY,Estimated,2021-06-09,0.0618,0.0149746016824722,0.123623,-
SITC,Declared,2021-04-06,0.032983508245877,0.11,0.25,2021-03-17
TROX,Declared,2021-03-19,0.0174482006543075,0.08,0.28,2021-03-05
AIN,Declared,2021-04-08,0.0101201771030993,0.2,0.77,2021-03-18
NUS,Declared,2021-03-10,0.0296991012114107,0.38,1.5,2021-02-25
MOG-B,Estimated,2021-06-01,0.0125,0.25,1,-
VNOM,Estimated,2021-02-19,0.0479,0.0222222222222222,0.68,-
FULT,Estimated,2021-04-15,0.0337,0.13,0.52,-
KNCAY,Estimated,2021-06-14,0.0349,0.192263,0.378795,-
SJI,Declared,2021-04-05,0.0481879729191557,0.3025,1.1875,2021-03-16
MUR,Estimated,2021-06-01,0.0459,0.125,0.75,-
EBRPY,Estimated,2021-04-12,0.143,2.377858,3.02108399999999,-
MOG-A,Estimated,2021-06-01,0.0129,0.25,1,-
SBFFY,Estimated,2021-05-20,0.0424,1.17633125340364,0.805188,-
EPRT,Estimated,2021-04-15,0.0401,0.24,0.93,-
MITUY,Estimated,2021-06-17,0.0304,0.238702,0.471551999999999,-
RLJ,Estimated,2021-04-15,0.0025,0.01,0.04,-
NPKYY,Estimated,2021-06-16,0.0304,0.143511,0.283475,-
TSE,Declared,2021-04-22,0.00494513985473651,0.08,0.88,2021-04-07
ANAT,Declared,2021-03-19,0.0364363474783381,0.82,3.28,2021-03-05
WHD,Declared,2021-03-18,0.0112958895513021,0.09,0.36,2021-02-26
TSRYY,Declared,2021-04-12,0.0275807600950118,0.116115,0.177,2021-03-02
COKE,Estimated,2021-05-05,0.0039,0.25,1,-
APMSF,Estimated,2021-03-09,0.0379,0.4375,1.75,-
CTPZY,Declared,2021-05-28,0.107397745454545,0.1476719,0.1575762,2021-03-04
KTB,Declared,2021-03-19,0.0378698224852071,0.4,0.96,2021-03-08
AIAGY,Declared,2021-03-02,0.0200103850050658,0.79001,1.484528,2021-02-12
ADOOY,Estimated,2021-01-07,0.037,0.0806599087637558,0.154896,-
MTX,Declared,2021-03-11,0.00280780569984557,0.05,0.2,2021-02-18
TAC,Declared,2021-04-01,0.0164326812428078,0.0357,0.1273,2021-02-26
OMI,Declared,2021-03-31,0.000294031167303734,0.0025,0.01,2021-03-12
MLI,Declared,2021-04-02,0.0127952755905511,0.13,0.4,2021-03-18
GEF-B,Declared,2021-04-01,0.0533333333333333,0.66,2.63,2021-03-18
MAIN,Declared,2021-03-15,0.0670665212649945,0.205,2.46,2021-02-25
TGSGY,Declared,2021-03-15,0.0384280991735537,0.139494,0.765153,2021-02-19
BLJZY,Declared,2021-06-07,0.0299948948948948,0.199766,0.292437,2021-04-28
FWRD,Declared,2021-03-19,0.00979363413781042,0.21,0.75,2021-03-03
MTDR,Declared,2021-03-31,0.00478697941598851,0.025,0,2021-03-23
AVSFY,Estimated,2021-05-03,0.0537,0.383117033381774,1.18213899999999,-
MGEE,Declared,2021-03-15,0.0232339089481946,0.37,1.44499999999999,2021-02-26
SREDY,Declared,2021-05-05,0.0714754402224281,0.77122,0,2021-04-09
DIPGY,Estimated,2021-09-08,0.0738,0.0987609932743707,0.183645,-
FRME,Declared,2021-03-19,0.0247324613555291,0.26,1.04,2021-03-04
FBP,Declared,2021-03-12,0.0266920877025738,0.07,0.2,2021-02-25
GEF,Declared,2021-04-01,0.0364389233954451,0.44,1.76,2021-03-18
JACK,Declared,2021-03-16,0.0156326331216414,0.4,1.2,2021-03-02
BIG,Estimated,2021-03-30,0.0189,0.3,1.2,-
WAFD,Estimated,2021-05-19,0.0295,0.23,0.89,-
RUSHA,Declared,2021-03-16,0.016969125618666,0.18,0.54,2021-02-24
EGOV,Declared,2021-03-17,0.010371650821089,0.09,0.36,2021-03-02
WGO,Estimated,2021-04-27,0.0066,0.12,0.459999999999999,-
SBGI,Declared,2021-03-24,0.0258648561267377,0.2,0.8,2021-03-09
FMBI,Declared,2021-04-13,0.0283114256825075,0.14,0.56,2021-03-25
DEIPY,Declared,2021-04-12,0.0359,0.108698,0.242112,2020-12-31
IPAR,Declared,2021-03-31,0.0136668033347,0.25,0.33,2021-03-12
FBC,Declared,2021-03-15,0.00553122839363908,0.06,0.2,2021-02-26
NAVI,Declared,2021-03-19,0.0516962843295638,0.16,0.64,2021-03-04
FIX,Declared,2021-03-23,0.00742654181465934,0.115,0.425,2021-03-11
RPAI,Estimated,2021-04-08,0.0262,0.0181132075471698,0.275625,-
FFBC,Declared,2021-03-15,0.0410164957646009,0.23,0.92,2021-02-26
MLHR,Declared,2021-04-15,0.0195567144719687,0.1875,0.397499999999999,2021-02-25
RNST,Declared,2021-03-31,0.0224032586558044,0.22,0.88,2021-03-16
INT,Estimated,2021-04-05,0.0129,0.1,0.4,-
DRXGY,Estimated,2021-04-19,0.0581,0.128116891221719,0.406807,-
CMP,Declared,2021-03-19,0.0456490727532097,0.72,2.88,2021-03-09
MAUSY,Estimated,2021-06-09,0.0452,0.130801364700991,0.799759,-
FSS,Declared,2021-03-31,0.00988739357319417,0.09,0.32,2021-03-18
FTAI,Declared,2021-03-23,0.0493827160493827,0.33,1.32,2021-03-11
STRA,Declared,2021-03-15,0.0263968323801143,0.6,2.4,2021-03-05
CUB,Declared,2021-03-12,0.0038876889848812,0.135,0.27,2021-03-01
BLSFY,Declared,2021-04-14,0.00697904986721746,0.23652,0.46912,2021-03-03
WSBC,Declared,2021-04-01,0.0408921933085501,0.33,1.28,2021-03-11
LOB,Declared,2021-03-23,0.00217746325530756,0.03,0.12,2021-03-08
PDM,Declared,2021-03-19,0.0492379835873388,0.21,0.84,2021-02-25
XPER,Declared,2021-03-30,0.00947867298578199,0.05,0.5,2021-03-15
SIMO,Estimated,2021-05-26,0.0236,0.35,1.4,-
VGR,Estimated,2021-03-30,0.0586,0.2,0.8,-
FCNCB,Declared,2021-04-05,0.00268571428571428,0.47,1.67,2021-03-12
TCP,Declared,2021-02-12,0.0874243443174176,0.65,2.6,2021-01-28
SVC,Estimated,2021-05-18,0.0031,0.01,0.04,-
HCSG,Declared,2021-03-26,0.0289982425307557,0.20625,0.8125,2021-02-25
TR,Declared,2021-03-26,0.0116845180136319,0.09,0.36,2021-03-04
TOWN,Estimated,2021-04-11,0.025,0.18,0.72,-
CTRE,Estimated,2021-04-15,0.0451,0.25,1,-
BDN,Declared,2021-04-21,0.062142273098937,0.19,0.76,2021-04-06
BANF,Declared,2021-04-15,0.02128991859737,0.34,1.32,2021-03-30
HLIO,Estimated,2021-04-20,0.0041,0.09,0.27,-
PZCUY,Declared,2021-04-16,0.0259398576512455,0.072891,0.149442,2021-02-11
FCPT,Estimated,2021-04-15,0.0455,0.3175,1.2325,-
RUSHB,Declared,2021-03-16,0.0189723320158102,0.18,0.54,2021-02-24
TDS,Declared,2021-03-31,0.0391280044717719,0.175,0.68,2021-03-16
EVA,Declared,2021-02-26,0.0603715170278637,0.78,2.895,2021-02-11
CRS,Declared,2021-03-04,0.0196753566158386,0.2,0.8,2021-02-01
ENLC,Declared,2021-02-12,0.0961538461538461,0.09375,0.46875,2021-01-29
PGRE,Estimated,2021-04-15,0.0399,0.07,0.37,-
BSM,Declared,2021-02-23,0.0778642936596218,0.175,0.679999999999999,2021-02-12
PRK,Declared,2021-03-10,0.0332258064516129,1.03,4.08,2021-02-18
MNRO,Declared,2021-03-24,0.0141958380383932,0.22,0.88,2021-03-09
MWA,Estimated,2021-05-22,0.0167,0.055,0.215,-
MAC,Declared,2021-03-03,0.0464396284829721,0.15,1.55,2021-02-18
FBK,Estimated,2021-05-22,0.0111,0.11,0.47,-
CPG,Declared,2021-04-01,0.00207650273224043,0.0019,0.0128,-
HBM,Declared,2021-03-26,0.00212587412587412,0.0076,0.015,-
TROLB,Declared,2021-03-26,0.0066543438077634,0.09,0.36,2021-03-04
EURN,Declared,2021-03-05,0.0135900339750849,0.03,1.66,2021-02-24
MFGP,Declared,2021-04-22,0.0265410958904109,0.155,0.5833,2021-03-11
IDCC,Estimated,2021-04-27,0.0221,0.35,1.4,-
BNL,Declared,2021-04-15,0.0552791597567716,0.25,0.385,2021-03-30
BGS,Declared,2021-04-30,0.0626442466205077,0.475,1.9,2021-03-30
BDC,Declared,2021-04-07,0.00452386337932594,0.05,0.2,2021-03-11
NS,Estimated,2021-05-12,0.0894,0.4,1.6,-
CSWI,Estimated,2021-05-12,0.0043,0.135,0.54,-
ABR,Declared,2021-03-19,0.0791841631673665,0.33,1.23,2021-03-02
TRMK,Declared,2021-03-15,0.0305039787798408,0.23,0.92,2021-02-26
AAT,Declared,2021-03-25,0.036036036036036,0.28,1,2021-03-10
CTPTY,Declared,2021-05-28,0.0476360967741935,0.1476719,0.1575762,2021-03-04
PKPYY,Estimated,2021-06-22,0.0359,0.12849335673577,0.630009,-
WRE,Declared,2021-04-05,0.0532859680284191,0.3,1.2,2021-03-19
BCC,Declared,2021-03-15,0.0080096115338406,0.1,0.4,2021-02-19
UE,Declared,2021-03-31,0.0363636363636363,0.15,0.22,2021-03-12
PRGS,Declared,2021-03-15,0.0164551010813352,0.175,0.67,2021-02-26
TWO,Estimated,2021-04-29,0.0693,0.0212499999999999,0.5,-
KAI,Estimated,2021-05-04,0.0055,0.24,0.96,-
NMRK,Declared,2021-03-26,0.00399201596806387,0.01,0.13,2021-03-09
LZB,Declared,2021-03-15,0.0140812015958695,0.15,0.35,2021-03-03
TBNGY,Estimated,2021-07-27,0.1206,0.562094,0.562094,-
VRTS,Declared,2021-05-14,0.013072937425269,0.82,2.98,2021-04-29
BZZUY,Estimated,2022-02-18,0.0411,0.447241940859755,0.53256,-
UBEOY,Estimated,2021-06-16,0.0475,0.215249,0.424046,-
DSFGY,Estimated,2021-04-06,0.052,0.0261248750723611,0.522547,-
PIPR,Declared,2021-03-12,0.0150489089541008,1.85,1.25,2021-03-02
BKE,Estimated,2021-03-29,0.0156,0.3,0.6,-
DDS,Declared,2021-05-03,0.00752823086574654,0.15,0.6,2021-03-30
MGRC,Declared,2021-04-30,0.022405356682977,0.435,1.68,2021-04-14
CFFN,Estimated,2021-05-19,0.0255,0.085,0.34,-
NSHBY,Estimated,2021-03-21,0.0428,0.281735,0.566026,-
PATK,Declared,2021-03-22,0.014189788420119,0.28,1.03,2021-03-05
ROIC,Declared,2021-04-09,0.027830487033523,0.11,0.2,2021-03-25
SAH,Declared,2021-04-15,0.00867490782910431,0.1,0.4,2021-03-12
CPK,Declared,2021-04-05,0.016646174217346,0.44,1.725,2021-03-12
ITCB,Estimated,2021-03-30,0.0814,0.00175883830247042,0.431625,-
ALG,Estimated,2021-04-29,0.0035,0.14,0.53,-
PMT,Estimated,2021-04-29,0.0801,0.249999999999999,1.52,-
BANR,Estimated,2021-05-16,0.0317,0.41,1.64,-
KALU,Estimated,2021-05-12,0.0239,0.72,2.73,-
DEA,Declared,2021-03-17,0.0473157415832575,0.26,1.04,2021-03-04
HTGC,Declared,2021-03-15,0.0806045340050377,0.32,1.28,2021-03-05
HEP,Declared,2021-02-12,0.0991501416430594,0.35,1.7225,2021-02-01
CVA,Estimated,2021-04-08,0.0349,0.08,0.49,-
ARI,Estimated,2021-04-15,0.1091,0.35,1.45,-
NWBI,Estimated,2021-05-15,0.0538,0.19,0.76,-
PTAUY,Declared,2021-04-12,0.017222003929273,0.17532,0.307449,2021-03-10
SJW,Estimated,2021-06-01,0.0258,0.34,1.62,-
CYRBY,Estimated,2022-01-08,0.0772,0.0587632739598876,0.348767,-
SASR,Estimated,2021-05-24,0.0325,0.32,1.22,-
TOKTY,Estimated,2021-06-03,0.0357,0.0267578380685557,0.113997,-
GTN,Declared,2021-03-31,0.0176308539944903,0.08,0,2021-03-12
MFA,Estimated,2021-04-29,0.0808,0.01875,0.325,-
NGCRY,Estimated,2021-04-08,0.0475,0.00994042979827611,3.226733,-
LKFN,Estimated,2021-05-05,0.018,0.34,1.24,-
HTLF,Estimated,2021-05-26,0.0175,0.22,0.82,-
KNCRY,Declared,2021-04-27,0.0298928571428571,0.213435,0.276225,2021-03-31
LNN,Estimated,2021-05-26,0.008,0.32,1.28,-
GTN-A,Declared,2021-03-31,0.0180995475113122,0.08,0,2021-03-12
MNR,Declared,2021-03-15,0.0415704387990762,0.18,0.68,2021-02-12
OTTR,Declared,2021-03-10,0.0384995064165844,0.39,1.48,2021-02-11
DLX,Estimated,2021-06-01,0.0379,0.3,1.5,-
PAGP,Estimated,2021-02-13,0.0626,0.18,0.54,-
CXP,Declared,2021-03-16,0.0594900849858356,0.21,0.84,2021-02-26
KRO,Declared,2021-03-18,0.0498269896193771,0.18,0.72,2021-03-08
RTLR,Estimated,2021-02-23,0.1118,0.2,1.06999999999999,-
GES,Estimated,2021-04-04,0.0089,0.1125,0.225,-
PRIM,Declared,2021-04-15,0.00717060053779504,0.06,0.24,2021-03-30
GNL,Estimated,2021-04-15,0.0861,0.4,1.6,-
EPC,Declared,2021-04-06,0.019614253023864,0.15,0.15,2021-03-04
PJT,Declared,2021-03-17,0.00286861732644865,0.05,0.2,2021-03-02
CSVI,Estimated,2021-03-28,0.0153,0.25,0.919999999999999,-
WABC,Estimated,2021-05-19,0.0273,0.41,1.64,-
HOPE,Estimated,2021-05-19,0.0426,0.14,0.56,-
NPO,Declared,2021-03-17,0.0134428678117998,0.27,1.04,2021-03-02
NBTB,Declared,2021-03-15,0.029809550096605,0.27,1.08,2021-02-26
CEQP,Declared,2021-02-12,0.119617224880382,0.625,2.5,2021-02-04
SCS,Estimated,2021-04-11,0.0265,0.0482758620689655,0.37,-
HMN,Estimated,2021-03-31,0.0311,0.3,1.2,-
KRG,Declared,2021-04-15,0.0354720918101199,0.17,0.5995,2021-04-07
LTC,Declared,2021-03-31,0.0557320948423368,0.19,2.28,2021-03-22
BGCP,Declared,2021-03-30,0.00892857142857142,0.01,0.17,2021-03-15
VCTR,Declared,2021-03-25,0.0151578947368421,0.09,0.23,2021-03-09
CLB,Estimated,2021-05-16,0.0011,0.01,0.04,-
PFS,Estimated,2021-05-26,0.0455,0.23,0.92,-
VEMLY,Declared,2021-06-09,0.0247370808678501,1.881255,2.716138,2021-05-07
GVA,Estimated,2021-04-15,0.0151,0.13,0.52,-
ICFI,Declared,2021-04-13,0.0067106051527861,0.14,0.56,2021-03-25
ARGO,Declared,2021-03-12,0.0268340186106903,0.31,1.24,2021-02-25
RILY,Declared,2021-03-24,0.0303859009419629,0.5,1.175,2021-03-09
YLDGY,Estimated,2021-08-24,0.0617,0.969285019413105,0.990892,-
EGBN,Estimated,2021-05-01,0.018,0.22,0.88,-
EFGXY,Estimated,2021-12-29,0.0474,0.0883378891505421,0.322582999999999,-
AROC,Estimated,2021-05-16,0.0563,0.145,0.58,-
HNI,Declared,2021-03-08,0.034279291935937,0.305,1.22,2021-02-26
HHULY,Estimated,2021-09-30,0.0312,0.379784246611745,0.41412,-
WDR,Declared,2021-04-30,0.0398565165404543,0.25,1,2021-04-08
GBX,Estimated,2021-05-16,0.023,0.27,1.08,-
NYMT,Estimated,2021-04-25,0.054,0.0249999999999999,0.225,-
ASTE,Estimated,2021-02-27,0.0065,0.11,0.44,-
KAMN,Declared,2021-04-08,0.0164406083025071,0.2,0.8,2021-03-15
CODI,Estimated,2021-04-22,0.0609,0.36,1.44,-
PBI,Declared,2021-03-08,0.0235849056603773,0.05,0.2,2021-02-11
LMNX,Declared,2021-04-15,0.01230012300123,0.1,0.37,2021-03-24
SGHIY,Estimated,2021-05-02,0.0677,0.283863,0.954786999999999,-
CSGS,Estimated,2021-03-18,0.0204,0.235,0.94,-
VDAHY,Declared,2021-06-15,0.0340664525339043,0.477271,0.670174,2021-05-13
ARCB,Estimated,2021-05-25,0.0054,0.08,0.32,-
GWB,Estimated,2021-05-26,0.0067,0.000666666666666666,0.18,-
OFLX,Estimated,2021-04-05,0.0065,0.28,1.12,-
SSP,Estimated,2021-03-24,0.0106,0.05,0.2,-
USPH,Declared,2021-04-09,0.01194131695667,0.35,0.32,2021-03-11
NWN,Estimated,2021-05-12,0.0399,0.48,1.915,-
SWM,Declared,2021-03-26,0.0376873661670235,0.44,1.76,2021-03-11
HTLD,Estimated,2021-03-18,0.0044,0.02,0.08,-
BSIG,Declared,2021-03-26,0.00220994475138121,0.01,0.13,2021-03-11
MEI,Estimated,2021-04-29,0.0113,0.11,0.44,-
SKT,Estimated,2021-05-12,0.034,0.1775,0.534999999999999,-
CORE,Estimated,2021-03-18,0.015,0.13,0.49,-
VBTX,Estimated,2021-05-18,0.0234,0.17,0.68,-
TNC,Declared,2021-03-15,0.0120734908136482,0.23,0.89,2021-02-26
WMK,Declared,2021-03-02,0.0231992516370439,0.31,1.55,2021-02-12
IRT,Estimated,2021-04-22,0.0385,0.12,0.54,-
FPAFY,Estimated,2021-04-05,0.0558,0.0310184373107207,0.09032,-
TTAPY,Declared,2021-05-17,0.0480902262879152,0.499417,0.944142,2021-03-05
SLP,Estimated,2021-05-01,0.0033,0.06,0.24,-
CASH,Declared,2021-04-01,0.00451569202980356,0.05,0.2,2021-03-09
MLAB,Declared,2021-03-15,0.00235371998087602,0.16,0.64,2021-02-25
USAC,Declared,2021-02-05,0.153396639883126,0.525,2.1,2021-01-22
HAWPY,Declared,2021-06-03,0.032900652173913,0.454029,0.867939999999999,2021-04-29
PTEN,Declared,2021-03-18,0.0108108108108108,0.02,0.1,2021-03-03
HY,Declared,2021-03-16,0.0148451198129748,0.3175,1.27,2021-02-26
GFF,Declared,2021-03-18,0.0130081300813008,0.08,0.305,2021-02-17
FRO,Estimated,2020-12-29,0.2363,0.333333333333333,1.6,-
FRG,Estimated,2021-04-08,0.0321,0.375,1.125,-
ILPT,Estimated,2021-05-18,0.0621,0.33,1.32,-
FFG,Declared,2021-03-31,0.0364656381486676,0.52,2,2021-03-12
MTRN,Declared,2021-03-05,0.00671728971962616,0.115,0.455,2021-02-16
ALX,Estimated,2021-05-12,0.0664,4.5,18,-
JRVR,Declared,2021-03-31,0.0261380962753212,0.3,1.2,2021-03-12
BRMK,Declared,2021-03-15,0.0818713450292397,0.07,0.77,2021-02-25
THNUY,Declared,2021-06-07,0.10303339100346,0.595533,0.939165,2021-05-04
EFSC,Declared,2021-03-31,0.0167441860465116,0.18,0.72,2021-03-12
PRA,Estimated,2021-04-07,0.0186,0.05,0.46,-
WIRE,Declared,2021-04-16,0.0012208148939417,0.02,0.08,2021-03-31
OCFC,Estimated,2021-05-19,0.0313,0.17,0.68,-
MRTN,Estimated,2021-03-28,0.0099,0.04,0.16,-
SYX,Declared,2021-03-15,0.0177285318559556,0.16,0.56,2021-03-05
LADR,Estimated,2021-04-15,0.0822,0.2,0.94,-
ALEX,Declared,2021-04-02,0.0343445907269605,0.15,0.339999999999999,2021-03-17
NEXA,Declared,2021-03-26,0.0279063357972544,0.264273,0.377533,2021-03-11
FCF,Estimated,2021-05-19,0.0328,0.11,0.44,-
QADA,Estimated,2021-04-07,0.0045,0.072,0.288,-
AZZ,Estimated,2021-05-09,0.0133,0.17,0.68,-
TCBK,Declared,2021-03-26,0.0232180171813327,0.25,0.88,2021-03-11
MYTAY,Estimated,2021-07-01,0.0487,0.23502674294998,0.3223526,-
STAR,Declared,2021-03-15,0.0248306997742663,0.11,0.43,2021-02-26
RMR,Estimated,2021-05-18,0.0378,0.38,1.52,-
OXM,Estimated,2021-04-29,0.0131,0.25,1,-
BUSE,Estimated,2021-04-29,0.0389,0.23,0.89,-
ERF,Declared,2021-03-15,0.0195867768595041,0.0079,0.0887,2021-02-25
STC,Declared,2021-03-31,0.0279661016949152,0.33,1.2,2021-03-12
UVV,Declared,2021-05-03,0.0606060606060606,0.77,3.07,2021-04-09
OPI,Estimated,2021-05-18,0.087,0.55,2.2,-
BPMP,Declared,2021-02-11,0.120242214532871,0.3475,1.39,2021-01-27
SAFT,Declared,2021-03-15,0.0455235204855842,0.9,3.6,2021-03-04
NBHC,Declared,2021-03-15,0.0216774193548387,0.21,0.8,2021-02-25
CHCO,Estimated,2021-04-29,0.0304,0.58,2.29,-
SXI,Estimated,2021-05-25,0.0094,0.24,0.919999999999999,-
RGR,Declared,2021-03-26,0.0416422287390029,0.71,1.51,2021-03-11
GTY,Declared,2021-04-08,0.0557541100786275,0.39,1.5,2021-03-24
JOUT,Declared,2021-04-29,0.00696055684454756,0.21,0.76,2021-04-14
FDP,Declared,2021-04-02,0.0155400155400155,0.1,0.3,2021-03-09
ATRI,Declared,2021-03-31,0.0112017922867658,1.75,6.6,2021-03-12
CMCO,Estimated,2021-05-16,0.0048,0.06,0.24,-
TMP,Estimated,2021-05-16,0.0274,0.54,2.12,-
MSEX,Estimated,2021-06-01,0.0191,0.2725,1.31375,-
TGP,Declared,2021-02-12,0.0800640512409927,0.25,0.94,2021-02-01
CMRE,Estimated,2021-05-05,0.0415,0.1,0.4,-
FBNC,Estimated,2021-04-25,0.0179,0.18,0.72,-
BPFH,Estimated,2021-05-19,0.0218,0.06,0.3,-
BWLLF,Declared,2021-03-16,0,0.34,0,-
SHYF,Declared,2021-03-25,0.00304043782304651,0.025,0.05,2021-02-24
STBA,Estimated,2021-05-25,0.0388,0.28,1.12,-
SBSI,Declared,2021-03-04,0.0370156159629843,0.32,1.25,2021-02-17
AMSF,Declared,2021-03-26,0.0198222829801777,0.29,1.08,2021-03-11
SYBT,Declared,2021-04-01,0.0219200324741221,0.27,1.08,2021-03-11
ASOZY,Estimated,2021-07-02,0.0429,0.756642,0.756642,-
SCU,Declared,2021-03-04,0.455426356589147,2.35,0.53,2021-02-24
SRCE,Estimated,2021-05-12,0.0255,0.29,1.13,-
KFRC,Declared,2021-03-26,0.0179162609542356,0.23,0.8,2021-03-11
BRKL,Estimated,2021-05-26,0.0323,0.115,0.46,-
DKL,Declared,2021-02-09,0.100635886093447,0.91,3.58,2021-02-01
XTEPY,Estimated,2021-05-16,0.0408,0.50881378970982,1.806093,-
MGPI,Declared,2021-03-26,0.00751408891671884,0.12,0.48,2021-03-11
MHPSY,Estimated,2021-05-01,0.0492,0.2803,0.2803,-
HEES,Declared,2021-03-12,0.0355641771742644,0.275,1.1,2021-02-25
GZTGF,Estimated,2020-12-08,0.0522,0.1274,0.3708,-
DHC,Estimated,2021-05-18,0.0089,0.01,0.04,-
PLOW,Declared,2021-03-31,0.0236612702366127,0.285,1.12,2021-03-18
MATW,Estimated,2021-05-22,0.0238,0.215,0.85,-
RWT,Estimated,2021-03-29,0.0737,0.0546875,0.725,-
SIHBY,Declared,2021-03-05,0.090988622754491,0.151951,0.146069,2021-02-04
NHC,Declared,2021-05-03,0.0299065420560747,0.52,2.08,2021-03-30
CHCT,Declared,2021-03-05,0.0390143737166324,0.4275,1.2675,2021-02-24
CLNC,Declared,2021-04-15,0.0484848484848484,0.1,0.2,2021-03-30
GABC,Estimated,2021-05-20,0.0198,0.21,0.78,-
FFWM,Estimated,2021-05-15,0.0162,0.09,0.37,-
IMKTA,Estimated,2021-04-14,0.0127,0.165,0.66,-
BHLB,Estimated,2021-03-29,0.0238,0.12,0.48,-
NXRT,Declared,2021-03-31,0.0332602339181286,0.34125,1.27875,2021-03-12
YITYY,Declared,2021-04-22,0.0306392727272727,0.042129,0.229049999999999,2021-03-19
AHH,Declared,2021-04-08,0.0464756003098373,0.15,0.44,2021-03-30
KREF,Estimated,2021-04-15,0.0933,0.43,1.72,-
BHE,Estimated,2021-04-13,0.0225,0.16,0.64,-
